"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",1,"normal",6,32,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",2,"normal",8.5,15,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",3,"normal",8.5,15,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",4,"normal",8.5,14,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Flexión Antebrazo",,"",5,"normal",8.5,14,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Hanging Leg Raise",,"",0,"normal",,16,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Hanging Leg Raise",,"",1,"normal",,16,,,
"3. Legs and Abs","23 ago 2025, 12:44","23 ago 2025, 13:57","","Hanging Leg Raise",,"",2,"normal",,16,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",0,"warmup",20,20,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",1,"normal",40,15,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",2,"normal",40,14,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",3,"failure",40,12,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",4,"failure",40,12,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bent Over Row (Barbell)",,"",5,"failure",40,12,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Chin Up",,"",0,"normal",,5,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bicep Curl (Dumbbell)",,"",0,"normal",7.5,15,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bicep Curl (Dumbbell)",,"",1,"failure",7.5,13,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bicep Curl (Dumbbell)",,"",2,"failure",7.5,11,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Bicep Curl (Dumbbell)",,"",3,"normal",7.5,9,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Shrug (Barbell)",,"",0,"normal",40,25,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Shrug (Barbell)",,"",1,"normal",50,17,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Shrug (Barbell)",,"",2,"failure",50,18,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,18,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,18,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,13,,,
"2. Back and Biceps","21 ago 2025, 16:12","21 ago 2025, 17:19","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,13,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Rotacion Externa Hombro",,"",0,"normal",5,11,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Rotacion Externa Hombro",,"",1,"normal",5,11,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Rotacion Externa Hombro",,"",2,"normal",5,10,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Rotacion Externa Hombro",,"",3,"normal",5,10,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Bench Press (Barbell)",,"",2,"normal",40,12,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Bench Press (Barbell)",,"",3,"normal",40,10,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Bench Press (Barbell)",,"",4,"normal",40,8,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Overhead Press (Barbell)",,"",0,"normal",20,10,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Overhead Press (Barbell)",,"",1,"normal",20,9,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Overhead Press (Barbell)",,"",2,"normal",20,6,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Triceps Extension (Barbell)",,"",0,"normal",10,5,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Triceps Extension (Barbell)",,"",1,"normal",10,7,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Triceps Extension (Barbell)",,"",2,"normal",10,7,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Triceps Extension (Barbell)",,"",3,"normal",10,6,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,18,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",4,"failure",7.5,12,,,
"1. Chest Shoulders and Triceps","20 ago 2025, 17:00","20 ago 2025, 17:59","","Lateral Raise (Dumbbell)",,"",5,"failure",7.5,12,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Squat (Barbell)",,"",0,"normal",45,9,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Squat (Barbell)",,"",1,"normal",45,9,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Squat (Barbell)",,"",2,"normal",45,9,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Squat (Barbell)",,"",3,"normal",45,9,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Romanian Deadlift (Barbell)",,"",1,"normal",40,15,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Romanian Deadlift (Barbell)",,"",2,"normal",50,10,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Romanian Deadlift (Barbell)",,"",3,"normal",50,12,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Standing Calf Raise (Barbell)",,"",0,"normal",50,22,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Standing Calf Raise (Barbell)",,"",1,"normal",50,27,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Standing Calf Raise (Barbell)",,"",2,"normal",50,28,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Standing Calf Raise (Barbell)",,"",3,"failure",50,31,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Hanging Leg Raise",,"",0,"normal",,15,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Hanging Leg Raise",,"",1,"normal",,15,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Hanging Leg Raise",,"",2,"normal",,15,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",0,"normal",6,30,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",1,"normal",6,30,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",2,"normal",8.5,12,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",3,"normal",8.5,12,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",4,"normal",8.5,11,,,
"3. Legs and Abs","19 ago 2025, 16:41","19 ago 2025, 17:33","","Flexión Antebrazo",,"",5,"normal",8.5,11,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",0,"warmup",20,20,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",1,"normal",45,11,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",2,"normal",45,12,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",3,"failure",45,12,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",4,"failure",40,13,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bent Over Row (Barbell)",,"",5,"failure",40,9,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bicep Curl (Dumbbell)",,"Hammer curl
Normal",0,"normal",7.5,16,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bicep Curl (Dumbbell)",,"Hammer curl
Normal",1,"failure",7.5,12,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bicep Curl (Dumbbell)",,"Hammer curl
Normal",2,"failure",7.5,10,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Bicep Curl (Dumbbell)",,"Hammer curl
Normal",3,"normal",7.5,8,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Shrug (Barbell)",,"",0,"normal",40,30,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Shrug (Barbell)",,"",1,"normal",40,23,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Shrug (Barbell)",,"",2,"failure",40,21,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,20,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,20,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,19,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,19,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",4,"failure",5,23,,,
"2. Back and Biceps","17 ago 2025, 13:41","17 ago 2025, 14:33","","Lateral Raise (Dumbbell)",,"",5,"failure",5,23,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Rotacion Externa Hombro",,"",0,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Rotacion Externa Hombro",,"",1,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Rotacion Externa Hombro",,"",2,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Rotacion Externa Hombro",,"",3,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Bench Press (Barbell)",,"",2,"normal",45,8,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Bench Press (Barbell)",,"",3,"normal",45,7,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Bench Press (Barbell)",,"",4,"normal",20,20,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Triceps Extension (Barbell)",,"Goood fucking set",0,"normal",12.5,8,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Triceps Extension (Barbell)",,"Goood fucking set",1,"normal",10,6,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Triceps Extension (Barbell)",,"Goood fucking set",2,"normal",10,5,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Triceps Extension (Barbell)",,"Goood fucking set",3,"normal",10,7,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Triceps Extension (Barbell)",,"Goood fucking set",4,"normal",10,5,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,16,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,16,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,15,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",4,"failure",5,22,,,
"1. Chest Shoulders and Triceps","15 ago 2025, 19:30","15 ago 2025, 20:17","","Lateral Raise (Dumbbell)",,"",5,"failure",5,22,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Squat (Barbell)",,"",0,"normal",45,8,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Squat (Barbell)",,"",1,"normal",45,8,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Squat (Barbell)",,"",2,"normal",45,8,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Squat (Barbell)",,"",3,"normal",45,8,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Romanian Deadlift (Barbell)",,"",1,"normal",40,15,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Romanian Deadlift (Barbell)",,"",2,"normal",40,15,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Romanian Deadlift (Barbell)",,"",3,"normal",40,15,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Standing Calf Raise (Barbell)",,"",0,"normal",50,25,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Standing Calf Raise (Barbell)",,"",1,"normal",50,22,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Standing Calf Raise (Barbell)",,"",2,"normal",50,25,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Standing Calf Raise (Barbell)",,"",3,"failure",50,30,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Hanging Leg Raise",,"",0,"normal",,12,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Hanging Leg Raise",,"",1,"normal",,12,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Hanging Leg Raise",,"",2,"normal",,13,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",0,"normal",6,27,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",1,"normal",6,27,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",2,"normal",8.5,10,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",3,"normal",8.5,10,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",4,"normal",8.5,10,,,
"3. Legs and Abs","14 ago 2025, 19:38","14 ago 2025, 20:50","","Flexión Antebrazo",,"",5,"normal",8.5,10,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",0,"warmup",20,20,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",1,"normal",45,12,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",2,"normal",45,12,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",3,"failure",45,10,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",4,"normal",40,11,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bent Over Row (Barbell)",,"",5,"normal",40,10,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bicep Curl (Dumbbell)",,"",0,"normal",7.5,16,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bicep Curl (Dumbbell)",,"",1,"failure",7.5,13,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bicep Curl (Dumbbell)",,"",2,"failure",7.5,9,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Bicep Curl (Dumbbell)",,"",3,"normal",7.5,7,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Shrug (Barbell)",,"",0,"normal",40,30,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Shrug (Barbell)",,"",1,"normal",40,23,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Shrug (Barbell)",,"",2,"failure",40,20,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,15,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,15,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",4,"failure",5,19,,,
"2. Back and Biceps","13 ago 2025, 15:20","13 ago 2025, 16:18","","Lateral Raise (Dumbbell)",,"",5,"failure",5,19,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Rotacion Externa Hombro",,"",0,"normal",2.5,15,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Rotacion Externa Hombro",,"",1,"normal",2.5,15,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Rotacion Externa Hombro",,"",2,"normal",2.5,15,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Rotacion Externa Hombro",,"",3,"normal",2.5,15,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Bench Press (Barbell)",,"",2,"normal",45,9,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Bench Press (Barbell)",,"",3,"normal",45,7,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Bench Press (Barbell)",,"",4,"normal",20,15,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Triceps Extension (Barbell)",,"",0,"normal",10,12,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Triceps Extension (Barbell)",,"",1,"normal",12.5,7,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Triceps Extension (Barbell)",,"",2,"normal",12.5,9,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Triceps Extension (Barbell)",,"",3,"normal",12.5,6,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",0,"normal",5,20,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",1,"normal",5,20,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",2,"normal",5,20,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",3,"normal",5,20,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",4,"failure",5,21,,,
"1. Chest Shoulders and Triceps","10 ago 2025, 11:45","10 ago 2025, 12:24","","Lateral Raise (Dumbbell)",,"",5,"failure",5,21,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Squat (Barbell)",,"",0,"normal",40,12,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Squat (Barbell)",,"",1,"normal",40,12,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Squat (Barbell)",,"",2,"normal",40,11,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Squat (Barbell)",,"",3,"normal",40,10,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Romanian Deadlift (Barbell)",,"",0,"warmup",20,20,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Romanian Deadlift (Barbell)",,"",1,"normal",32.5,20,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Romanian Deadlift (Barbell)",,"",2,"normal",35,20,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Romanian Deadlift (Barbell)",,"",3,"normal",35,20,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Standing Calf Raise (Barbell)",,"",0,"normal",40,23,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Standing Calf Raise (Barbell)",,"",1,"normal",40,26,,,
"3. Legs and Abs","9 ago 2025, 12:20","9 ago 2025, 13:35","","Standing Calf Raise (Barbell)",,"",2,"normal",40,26,,,
